name,position,team,GW,minutes,goals_scored,assists,clean_sheets,saves,penalties_saved,penalties_missed,bonus,goals_conceded,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,team_standing,sched_strength,5_gw_fpl_pts
Nick Pope,GK,Newcastle,28,72.75,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.25,0.0,0.0,0.0,0.0,1.5825,3.8,9.833333333333334,4.333333333333333
Nicolas Pépé,MID,Arsenal,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0
Niels Nkounkou,DEF,Everton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,7.2,0.0
Nikola Vlasic,MID,West Ham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,10.6,0.0
Noni Madueke,MID,Chelsea,28,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.004,0.006,0.01,0.182,10.4,8.8,0.4
Norberto Murara Neto,GK,Bournemouth,28,90.0,0.0,0.0,0.4,4.6,0.0,0.0,1.2,2.0,0.2,0.0,0.0,0.0,0.002,0.002,2.218,19.0,12.833333333333334,4.0
Nuno Varela Tavares,DEF,Arsenal,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0
Nélson Cabral Semedo,DEF,Wolves,28,84.33333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.5,0.0,0.0,0.04833333333333333,0.036666666666666674,0.08666666666666667,1.3566666666666667,14.2,12.8,4.6
Odeluga Offiah,DEF,Brighton,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,10.5,0.0
Odsonne Edouard,FWD,Crystal Palace,28,30.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.06166666666666667,0.005,0.06666666666666667,0.37833333333333335,12.2,15.6,2.6
Oleksandr Zinchenko,DEF,Arsenal,28,81.0,0.16666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.04666666666666667,0.10833333333333334,0.155,0.5783333333333334,1.0,11.8,0.6
Oliver Hammond,MID,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.0
Oliver Skipp,MID,Spurs,28,89.6,0.2,0.0,0.4,0.0,0.0,0.0,0.2,1.0,0.6,0.0,0.0,0.038,0.024,0.06,1.06,5.0,9.4,1.8
Oliwier Zych,GK,Aston Villa,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.833333333333334,0.0
Ollie Watkins,FWD,Aston Villa,28,85.0,0.6,0.2,0.6,0.0,0.0,0.0,0.8,0.6,0.0,0.0,0.0,0.6980000000000001,0.028000000000000004,0.724,1.296,10.2,10.833333333333334,7.333333333333333
Omar Richards,DEF,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.0
Omari Hutchinson,MID,Chelsea,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,8.8,0.0
Orel Mangala,MID,Nott'm Forest,28,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.002,0.002,0.31199999999999994,14.4,8.666666666666666,2.0
Oriol Romeu Vidal,MID,Southampton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.6,0.0
Owen Bevan,DEF,Bournemouth,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.833333333333334,0.0
Owen Goodman,GK,Crystal Palace,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,15.6,0.0
Pablo Fornals Malla,MID,West Ham,27,18.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0425,0.125,0.1675,0.76,17.6,10.6,1.8
Pablo Marí Villar,DEF,Arsenal,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0
Pablo Sarabia,MID,Wolves,28,53.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.5,0.8333333333333334,0.3333333333333333,0.0,0.0,0.36833333333333335,0.10166666666666667,0.47,0.73,14.2,12.8,1.0
Pape Matar Sarr,MID,Spurs,28,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.006,0.002,0.01,0.172,5.0,9.4,0.4
Pascal Groß,MID,Brighton,27,90.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.037500000000000006,0.4675,0.505,0.8574999999999999,5.8,10.5,3.25
Pascal Struijk,DEF,Leeds,28,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041999999999999996,14.0,10.833333333333334,0.16666666666666666
Patrick Bamford,FWD,Leeds,28,61.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.8,0.2,0.0,0.0,0.118,0.052000000000000005,0.16999999999999998,0.8699999999999999,14.0,10.833333333333334,2.3333333333333335
Patson Daka,FWD,Leicester,28,28.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.066,0.006,0.06999999999999999,0.368,15.8,11.5,1.3333333333333333
Paul Dummett,DEF,Newcastle,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,9.833333333333334,0.0
Paul Onuachu,FWD,Southampton,28,24.833333333333332,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.041666666666666664,0.005,0.04666666666666667,0.26,19.8,10.6,0.6
Paulo Gazzaniga Farias,GK,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.0
Pedro Lomba Neto,MID,Wolves,28,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.051666666666666666,0.011666666666666667,0.06333333333333334,0.2316666666666667,14.2,12.8,2.0
Pedro Porro,DEF,Spurs,28,51.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.158,0.15,0.308,0.6900000000000001,5.0,9.4,2.2
Pervis Estupiñán,DEF,Brighton,27,79.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.055,0.0475,0.1,0.8125,5.8,10.5,2.5
Phil Foden,MID,Man City,27,81.25,0.5,0.25,0.25,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.2475,0.34,0.585,0.71,2.0,14.666666666666666,0.0
Phil Jones,DEF,Man Utd,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.75,0.0
Philip Billing,MID,Bournemouth,28,79.4,0.4,0.0,0.4,0.0,0.0,0.0,1.2,2.0,0.6,0.0,0.0,0.184,0.12000000000000002,0.302,2.1,19.0,12.833333333333334,3.6666666666666665
Philippe Coutinho Correia,MID,Aston Villa,28,12.2,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.04,0.0,0.04,0.20800000000000002,10.2,10.833333333333334,0.0
Pierre-Emerick Aubameyang,FWD,Chelsea,28,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,8.8,0.4
Pierre-Emile Højbjerg,MID,Spurs,28,90.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.022,0.092,0.11400000000000002,1.06,5.0,9.4,2.8
Pontus Jansson,DEF,Brentford,28,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028000000000000004,8.2,7.666666666666667,1.6666666666666667
Raheem Sterling,MID,Chelsea,28,38.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.244,0.078,0.322,0.292,10.4,8.8,1.0
Raphael Dias Belloli,MID,Leeds,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.833333333333334,0.0
Raphaël Varane,DEF,Man Utd,27,60.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,1.2633333333333334,3.0,10.75,2.25
Rasmus Kristensen,DEF,Leeds,28,14.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.012,0.0,0.012,0.41400000000000003,14.0,10.833333333333334,1.1666666666666667
Rayan Aït-Nouri,DEF,Wolves,28,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0016666666666666668,0.0016666666666666668,0.4066666666666667,14.2,12.8,0.0
Raúl Jiménez,FWD,Wolves,28,69.33333333333333,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.15833333333333335,0.03666666666666667,0.19333333333333336,1.1933333333333334,14.2,12.8,0.0
Reece James,DEF,Chelsea,28,36.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.024,0.10400000000000001,0.12799999999999997,0.42799999999999994,10.4,8.8,2.0
Reece Welch,DEF,Everton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,7.2,0.0
Reiss Nelson,MID,Arsenal,28,6.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.016666666666666666,0.03166666666666667,0.04833333333333333,0.034999999999999996,1.0,11.8,1.2
Remi Matthews,GK,Crystal Palace,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,15.6,0.0
Remo Freuler,MID,Nott'm Forest,28,69.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.01,0.01,2.004,14.4,8.666666666666666,1.3333333333333333
Renan Augusto Lodi dos Santos,DEF,Nott'm Forest,28,84.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.6,0.0,0.0,0.01,0.024,0.034,2.1479999999999997,14.4,8.666666666666666,1.3333333333333333
Reuell Walters,DEF,Arsenal,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,0.0
Rhys Bennett,DEF,Man Utd,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.75,0.0
Rhys Williams,DEF,Liverpool,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,8.4,0.0
Ricardo Barbosa Pereira,DEF,Leicester,28,55.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.0,0.0,0.014000000000000002,0.128,0.142,0.71,15.8,11.5,1.5
Richarlison de Andrade,FWD,Spurs,28,49.4,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.09,0.05,0.142,0.364,5.0,9.4,0.8
Richie Laryea,DEF,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.0
Rico Henry,DEF,Brentford,28,86.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.092,0.128,0.22000000000000003,1.0539999999999998,8.2,7.666666666666667,2.6666666666666665
Rico Lewis,DEF,Man City,27,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.02,0.03,0.05,0.3375,2.0,14.666666666666666,0.0
Riyad Mahrez,MID,Man City,27,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.02,0.0075,0.0275,0.0475,2.0,14.666666666666666,2.6666666666666665
Rob Holding,DEF,Arsenal,28,15.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.005,0.0016666666666666668,0.006666666666666667,0.09999999999999999,1.0,11.8,2.2
Robert Kenedy Nunes do Nascimento,DEF,Chelsea,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,8.8,0.0
Robert Sánchez,GK,Brighton,27,22.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0775,5.8,10.5,0.25
Roberto Firmino,FWD,Liverpool,27,17.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054000000000000006,0.02,0.074,0.122,7.2,8.4,2.0
Robin Koch,DEF,Leeds,28,90.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,1.2,0.0,0.0,0.0,0.028000000000000004,0.004,0.032,1.58,14.0,10.833333333333334,0.6666666666666666
Robin Olsen,GK,Aston Villa,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.833333333333334,0.16666666666666666
Rodrigo Bentancur,MID,Spurs,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,0.0
Rodrigo Hernandez,MID,Man City,27,81.0,0.0,0.25,0.5,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.1325,0.0675,0.2,0.5325,2.0,14.666666666666666,2.3333333333333335
Rodrigo Moreno,MID,Leeds,28,9.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.076,0.006,0.082,0.382,14.0,10.833333333333334,1.5
Rodrigo Muniz Carvalho,FWD,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.0
Romain Perraud,DEF,Southampton,28,71.66666666666667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.011666666666666667,0.065,0.075,1.1966666666666665,19.8,10.6,0.8
Romaine Mundle,MID,Spurs,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,0.0
Roméo Lavia,MID,Southampton,28,79.66666666666667,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.008333333333333333,0.02666666666666667,0.035,1.2999999999999998,19.8,10.6,1.8
Ross Barkley,MID,Chelsea,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,8.8,0.0
Ruben Loftus-Cheek,MID,Chelsea,28,45.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.044,0.044,0.62,10.4,8.8,0.2
Ryan Bertrand,DEF,Leicester,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,11.5,0.0
Ryan Christie,MID,Bournemouth,28,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.004,0.0,0.006,0.08,19.0,12.833333333333334,2.3333333333333335
Ryan Finnigan,MID,Southampton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.6,0.0
Ryan Fraser,MID,Newcastle,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,9.833333333333334,0.0
Ryan Fredericks,DEF,Bournemouth,28,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.276,19.0,12.833333333333334,0.0
Ryan Sessegnon,DEF,Spurs,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,0.0
Ryan Trevitt,MID,Brentford,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,7.666666666666667,0.0
Ryan Yates,MID,Nott'm Forest,28,20.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.012,0.012,0.28400000000000003,14.4,8.666666666666666,0.0
Rúben Gato Alves Dias,DEF,Man City,27,90.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.175,0.0225,0.195,0.7325,2.0,14.666666666666666,2.0
Rúben Nascimento Vinagre,DEF,Everton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,7.2,0.0
Rúben da Silva Neves,MID,Wolves,28,83.83333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.08833333333333333,0.05833333333333333,0.14666666666666667,1.375,14.2,12.8,3.0
Salomón Rondón,FWD,Everton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,7.2,0.0
Sam Greenwood,FWD,Leeds,28,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.032,14.0,10.833333333333334,0.0
Sam Johnstone,GK,Crystal Palace,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,15.6,4.6
Sam Surridge,FWD,Nott'm Forest,28,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.256,14.4,8.666666666666666,0.3333333333333333
Saman Ghoddos,MID,Brentford,28,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.014000000000000002,0.0,8.2,7.666666666666667,0.3333333333333333
Sammy Braybrooke,MID,Leicester,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,11.5,0.0
Samuel Edozie,MID,Southampton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.6,0.2
Sasa Kalajdzic,FWD,Wolves,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,12.8,0.0
Sasa Lukic,MID,Fulham,27,52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.25,0.0,0.0,0.0125,0.0125,0.025,1.1524999999999999,8.8,16.75,0.75
Saïd Benrahma,MID,West Ham,27,58.75,0.25,0.5,0.25,0.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.36,0.11000000000000001,0.47,0.8775000000000001,17.6,10.6,3.2
Scott Carson,GK,Man City,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.666666666666666,0.0
Scott McKenna,DEF,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.3333333333333333
Scott McTominay,MID,Man Utd,27,36.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334,0.6633333333333333,3.0,10.75,3.5
Seamus Coleman,DEF,Everton,28,83.83333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,1.3333333333333333,0.16666666666666666,0.0,0.0,0.01,0.018333333333333333,0.028333333333333335,1.3983333333333334,16.8,7.2,0.6
Sean Longstaff,MID,Newcastle,28,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0625,0.057499999999999996,0.1175,1.2325000000000002,3.8,9.833333333333334,2.5
Sepp van den Berg,DEF,Liverpool,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,8.4,0.0
Serge Aurier,DEF,Nott'm Forest,28,69.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.028000000000000004,0.018000000000000002,0.046,1.686,14.4,8.666666666666666,0.3333333333333333
Sergi Canós Tenés,DEF,Brentford,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,7.666666666666667,0.0
Sergio Gómez,DEF,Man City,27,8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0325,0.0025,0.035,0.2025,2.0,14.666666666666666,0.6666666666666666
Sergio Reguilón,DEF,Spurs,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,0.0
Shandon Baptiste,MID,Brentford,28,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.002,0.002,0.088,8.2,7.666666666666667,1.1666666666666667
Shane Duffy,DEF,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.0
Shola Shoretire,FWD,Man Utd,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.75,0.0
Sil Swinkels,DEF,Aston Villa,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.833333333333334,0.0
Siriki Dembélé,MID,Bournemouth,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.833333333333334,0.0
Solly March,MID,Brighton,27,86.25,0.25,0.0,0.5,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.16,0.11750000000000001,0.2775,0.845,5.8,10.5,5.0
Son Heung-min,MID,Spurs,28,59.2,0.4,0.2,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.316,0.16999999999999998,0.484,0.8,5.0,9.4,5.8
Sonny Perkins,FWD,Leeds,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.833333333333334,0.0
Stanley Mills,MID,Everton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,7.2,0.0
Stefan Bajcetic,MID,Liverpool,27,48.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.038,0.02,0.057999999999999996,0.654,7.2,8.4,0.0
Stefan Ortega Moreno,GK,Man City,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.666666666666666,0.0
Stefan Parkes,DEF,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.0
Steve Cook,DEF,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.0
Steven Alzate,MID,Brighton,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,10.5,0.0
Steven Bergwijn,MID,Spurs,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,0.0
Stuart Armstrong,MID,Southampton,28,39.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.06333333333333334,0.015,0.07833333333333334,0.665,19.8,10.6,1.0
Stuart Dallas,DEF,Leeds,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.833333333333334,0.0
Sven Botman,DEF,Newcastle,28,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.09,0.01,0.1,1.3025,3.8,9.833333333333334,2.5
Sékou Mara,FWD,Southampton,28,19.833333333333332,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.39000000000000007,19.8,10.6,1.2
Taiwo Awoniyi,FWD,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,1.8333333333333333
Takehiro Tomiyasu,DEF,Arsenal,28,11.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,0.21333333333333337,1.0,11.8,0.0
Tariq Lamptey,DEF,Brighton,27,10.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.015,0.005,0.02,0.0425,5.8,10.5,0.0
