name,position,team,GW,minutes,goals_scored,assists,clean_sheets,saves,penalties_saved,penalties_missed,bonus,goals_conceded,yellow_cards,red_cards,own_goals,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,team_standing,sched_strength,5_gw_fpl_pts
Taylor Richards,MID,Brighton,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,10.5,0.0
Terence Kongolo,DEF,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.0
Terry Ablade,FWD,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.0
Theo Walcott,MID,Southampton,28,54.333333333333336,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,0.1416666666666667,0.31,1.0316666666666665,19.8,10.6,3.0
Thiago Alcántara do Nascimento,MID,Liverpool,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,8.4,0.6
Thiago Emiliano da Silva,DEF,Chelsea,28,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,8.8,0.2
Thilo Kehrer,DEF,West Ham,27,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0075,0.0075,0.765,17.6,10.6,3.4
Thomas Cannon,FWD,Everton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,7.2,0.0
Thomas Partey,MID,Arsenal,28,53.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.12333333333333334,0.11833333333333333,0.24166666666666667,0.58,1.0,11.8,1.4
Thomas Strakosha,GK,Brentford,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,7.666666666666667,0.0
Tim Iroegbunam,MID,Aston Villa,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.833333333333334,0.0
Tim Ream,DEF,Fulham,27,90.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0075,0.0075,1.93,8.8,16.75,1.75
Timo Werner,FWD,Chelsea,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,8.8,0.0
Timothy Castagne,DEF,Leicester,28,88.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.018,0.027999999999999997,0.048,1.684,15.8,11.5,3.5
Tino Livramento,DEF,Southampton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.6,0.0
Tom Cairney,MID,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.75
Tom Davies,MID,Everton,28,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.10999999999999999,0.0016666666666666668,0.11166666666666665,0.22,16.8,7.2,0.6
Tom Heaton,GK,Man Utd,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.75,0.0
Tomas Soucek,MID,West Ham,27,86.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.5,0.25,0.0,0.0,0.06,0.02,0.08,1.6800000000000002,17.6,10.6,3.2
Tosin Adarabioyo,DEF,Fulham,27,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.015,0.005,0.0175,0.595,8.8,16.75,1.25
Toti António Gomes,DEF,Wolves,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,12.8,2.6
Trent Alexander-Arnold,DEF,Liverpool,27,80.6,0.0,0.2,0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.05,0.186,0.236,1.05,7.2,8.4,3.8
Trevoh Chalobah,DEF,Chelsea,28,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.184,10.4,8.8,0.4
Tristan Crama,DEF,Brentford,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,7.666666666666667,0.0
Troy Parrott,FWD,Spurs,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,0.0
Tyler Adams,MID,Leeds,28,72.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.014000000000000002,0.03,0.044,1.008,14.0,10.833333333333334,0.0
Tyler Roberts,MID,Leeds,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.833333333333334,0.0
Tyrell Malacia,DEF,Man Utd,27,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.17666666666666667,3.0,10.75,2.5
Tyrese Francois,MID,Fulham,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,16.75,0.0
Tyrick Mitchell,DEF,Crystal Palace,28,88.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0033333333333333335,0.0033333333333333335,1.1266666666666667,12.2,15.6,3.2
Tyrone Mings,DEF,Aston Villa,28,90.0,0.0,0.2,0.6,0.0,0.0,0.0,1.2,1.0,0.0,0.0,0.0,0.054000000000000006,0.012,0.066,1.5939999999999999,10.2,10.833333333333334,6.5
Vicente Guaita,GK,Crystal Palace,28,60.0,0.0,0.0,0.16666666666666666,2.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8450000000000001,12.2,15.6,0.4
Victor Kristiansen,DEF,Leicester,28,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.022,0.022,0.974,15.8,11.5,1.6666666666666667
Victor Lindelöf,DEF,Man Utd,27,30.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47333333333333333,3.0,10.75,2.25
Viljami Sinisalo,GK,Aston Villa,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,10.833333333333334,0.0
Virgil van Dijk,DEF,Liverpool,27,90.0,0.2,0.0,0.8,0.0,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.21000000000000002,0.014000000000000002,0.22400000000000003,1.064,7.2,8.4,0.6
Vitalii Mykolenko,DEF,Everton,28,46.166666666666664,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.006666666666666667,0.043333333333333335,0.04833333333333334,0.9700000000000001,16.8,7.2,2.0
Vitaly Janelt,MID,Brentford,28,32.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.052000000000000005,0.07,0.122,0.31799999999999995,8.2,7.666666666666667,1.1666666666666667
Vladimir Coufal,DEF,West Ham,27,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0475,0.0475,0.395,17.6,10.6,3.6
Wanya Marçal-Madivadua,MID,Leicester,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,11.5,0.0
Wayne Hennessey,GK,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.0
Wesley Fofana,DEF,Chelsea,28,75.4,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.8,0.4,0.0,0.0,0.10800000000000001,0.01,0.11800000000000002,1.108,10.4,8.8,2.0
Weston McKennie,MID,Leeds,28,74.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.044,0.038,0.084,1.31,14.0,10.833333333333334,1.5
Wilfred Ndidi,MID,Leicester,28,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.002,0.002,0.254,15.8,11.5,1.3333333333333333
Wilfried Gnonto,FWD,Leeds,28,51.2,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.01,0.028000000000000004,0.038,0.692,14.0,10.833333333333334,0.3333333333333333
Wilfried Zaha,MID,Crystal Palace,28,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.16666666666666666,0.0,0.0,0.06333333333333334,0.05666666666666667,0.12,0.9016666666666667,12.2,15.6,0.2
Will Dennis,GK,Bournemouth,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.833333333333334,0.0
Will Hughes,MID,Crystal Palace,28,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.085,12.2,15.6,1.8
Will Smallbone,MID,Southampton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.6,0.0
William Saliba,DEF,Arsenal,28,75.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0033333333333333335,0.016666666666666666,0.02,0.6749999999999999,1.0,11.8,0.0
Willian Borges da Silva,MID,Fulham,27,63.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.015,0.007500000000000001,0.025,1.2475,8.8,16.75,3.0
Willy Boly,DEF,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.0
Willy Caballero,GK,Southampton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.6,0.0
Wout Faes,DEF,Leicester,28,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.2,0.0,0.036,0.012,0.046,1.556,15.8,11.5,2.1666666666666665
Wout Weghorst,FWD,Man Utd,27,63.333333333333336,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.35000000000000003,0.11333333333333334,0.46666666666666673,1.1666666666666667,3.0,10.75,0.75
Xande Nascimento da Costa Silva,MID,Nott'm Forest,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,8.666666666666666,0.0
Yan Valery,DEF,Southampton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,10.6,0.0
Yasin Ayari,MID,Brighton,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,10.5,0.25
Yegor Yarmolyuk,MID,Brentford,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,7.666666666666667,0.0
Yerry Mina,DEF,Everton,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,7.2,0.0
Yerson Mosquera Valdelamar,DEF,Wolves,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,12.8,0.0
Yoane Wissa,MID,Brentford,28,47.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.11599999999999999,0.018000000000000002,0.134,0.492,8.2,7.666666666666667,1.3333333333333333
Youri Tielemans,MID,Leicester,28,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.008,0.008,0.362,15.8,11.5,0.8333333333333334
Yves Bissouma,MID,Spurs,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.4,0.0
Zack Steffen,GK,Man City,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.666666666666666,0.0
Zidane Iqbal,MID,Man Utd,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.75,0.0
Çaglar Söyüncü,DEF,Leicester,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,11.5,0.6666666666666666
Aaron Cresswell,DEF,West Ham,29,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026000000000000002,0.026000000000000002,0.062,17.0,8.333333333333334,3.8333333333333335
Aaron Hickey,DEF,Brentford,29,74.66666666666667,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.006666666666666667,0.041666666666666664,0.041666666666666664,1.4516666666666669,8.4,10.6,1.4
Aaron Ramsdale,GK,Arsenal,29,90.0,0.0,0.0,0.5,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.0,11.0,1.6
Aaron Wan-Bissaka,DEF,Man Utd,29,22.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0025,0.0075,0.285,3.4,10.4,3.0
Abdoulaye Doucouré,MID,Everton,29,82.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.8333333333333334,1.6666666666666667,0.3333333333333333,0.16666666666666666,0.0,0.21,0.105,0.27666666666666667,1.9616666666666667,16.6,9.6,0.8
Adam Armstrong,FWD,Southampton,29,8.166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14666666666666667,19.8,7.2,0.8
Adam Forshaw,MID,Leeds,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,13.2,0.6
Adam Lallana,MID,Brighton,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.2,0.0
Adam Smith,DEF,Bournemouth,29,80.83333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.008333333333333333,0.02,0.02666666666666667,1.8983333333333332,19.0,14.4,1.8
Adam Webster,DEF,Brighton,29,53.6,0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.006,0.004,0.7779999999999999,6.0,10.2,2.8
Adama Traoré Diarra,MID,Wolves,29,43.666666666666664,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.025000000000000005,0.08166666666666668,0.09500000000000001,0.945,14.0,11.4,0.6
Adrián San Miguel del Castillo,GK,Liverpool,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.166666666666666,0.0
Ainsley Maitland-Niles,MID,Southampton,29,42.5,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0033333333333333335,0.015,0.016666666666666666,0.8083333333333332,19.8,7.2,1.2
Albert Sambi Lokonga,MID,Crystal Palace,29,58.333333333333336,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.01,0.01,0.7883333333333332,12.2,15.6,0.4
Alejandro Garnacho,MID,Man Utd,29,12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0025,0.01,0.2525,3.4,10.4,0.0
Aleksandar Mitrović,FWD,Fulham,29,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.25,0.0,0.0,0.0625,0.005,0.07,1.18,9.4,10.166666666666666,0.0
Alex Iwobi,MID,Everton,29,86.16666666666667,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.09333333333333334,0.12333333333333334,0.18000000000000002,1.8549999999999998,16.6,9.6,3.8
Alex McCarthy,GK,Southampton,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,7.2,0.8
Alex Mighten,MID,Nott'm Forest,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,6.8,0.0
Alex Oxlade-Chamberlain,MID,Liverpool,29,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.11333333333333334,7.0,10.166666666666666,0.0
Alex Smithies,GK,Leicester,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,12.6,0.0
Alex Telles,DEF,Man Utd,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,10.4,0.0
Alexander Isak,FWD,Newcastle,29,58.0,0.8,0.0,0.4,0.0,0.0,0.0,1.2,0.4,0.2,0.0,0.0,0.502,0.074,0.422,0.256,3.6,11.6,5.6
Alexandre Moreno Lopera,DEF,Aston Villa,29,70.5,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.028333333333333335,0.14166666666666666,0.12166666666666666,0.9216666666666665,9.6,8.6,5.2
Alexis Mac Allister,MID,Brighton,29,85.8,0.6,0.2,0.6,0.0,0.0,0.0,0.6,1.0,0.2,0.0,0.0,0.604,0.178,0.534,1.284,6.0,10.2,3.6
Alfie Devine,MID,Spurs,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.6,0.0
Alisson Ramses Becker,GK,Liverpool,29,90.0,0.0,0.0,0.6666666666666666,2.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.3916666666666666,7.0,10.166666666666666,3.3333333333333335
Allan Marques Loureiro,MID,Everton,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.6,0.0
Allan Saint-Maximin,MID,Newcastle,29,54.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.044,0.202,0.062,0.346,3.6,11.6,0.0
Alphonse Areola,GK,West Ham,29,40.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.066,17.0,8.333333333333334,0.0
Amad Diallo,MID,Man Utd,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,10.4,0.0
Amadou Onana,MID,Everton,29,85.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.8333333333333333,0.16666666666666666,0.0,0.0,0.09000000000000001,0.03166666666666667,0.09833333333333333,1.865,16.6,9.6,0.4
Amario Cozier-Duberry,MID,Arsenal,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0
Andreas Hoelgebaum Pereira,MID,Fulham,29,84.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,2.25,0.5,0.0,0.0,0.4,0.042499999999999996,0.3075,1.785,9.4,10.166666666666666,2.8333333333333335
Andrew Moran,MID,Brighton,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.2,0.0
Andrew Robertson,DEF,Liverpool,29,60.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.03333333333333333,0.15166666666666667,0.18499999999999997,0.7866666666666666,7.0,10.166666666666666,2.3333333333333335
Andrey Nascimento dos Santos,MID,Chelsea,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,7.5,0.0
Andros Townsend,MID,Everton,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.6,0.0
André Ayew,MID,Nott'm Forest,29,30.666666666666668,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.17666666666666667,0.0033333333333333335,0.16833333333333333,0.6666666666666666,15.2,6.8,0.6
André Tavares Gomes,MID,Everton,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.6,0.0
Angelo Ogbonna,DEF,West Ham,29,31.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.008,0.0,0.01,0.554,17.0,8.333333333333334,1.8333333333333333
Anthony Elanga,MID,Man Utd,29,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0675,3.4,10.4,0.0
Anthony Gordon,MID,Newcastle,29,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.01,0.02,0.004,0.27,3.6,11.6,1.0
Anthony Knockaert,MID,Fulham,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,10.166666666666666,0.0
Anthony Martial,FWD,Man Utd,29,11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.02,0.0075,0.0,0.46,3.4,10.4,2.8
Antoine Semenyo,FWD,Bournemouth,29,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.005,0.0,0.005,0.745,19.0,14.4,1.4
Antonee Robinson,DEF,Fulham,29,90.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,2.25,0.25,0.0,0.0,0.005,0.037500000000000006,0.027500000000000004,1.96,9.4,10.166666666666666,1.8333333333333333
Antony Matheus dos Santos,MID,Man Utd,29,77.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.75,0.25,0.0,0.0,0.11750000000000001,0.11750000000000001,0.045,1.53,3.4,10.4,4.0
Anwar El Ghazi,MID,Aston Villa,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,8.6,0.0
Archie Gray,MID,Leeds,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,13.2,0.0
Armando Broja,FWD,Chelsea,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,7.5,0.0
Armel Bella-Kotchap,DEF,Southampton,29,61.166666666666664,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8333333333333334,0.5,0.16666666666666666,0.0,0.0,0.02,0.03666666666666667,0.05666666666666667,0.9999999999999999,19.8,7.2,1.0
Armstrong Oko-Flex,MID,West Ham,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.333333333333334,0.0
Arnaut Danjuma,MID,Spurs,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.6,2.0
Arthur Henrique Ramos de Oliveira Melo,MID,Liverpool,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.166666666666666,0.0
Arthur Masuaku,DEF,West Ham,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.333333333333334,0.0
Ashley Young,DEF,Aston Villa,29,30.666666666666668,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.006666666666666667,0.018333333333333333,0.0,0.47,9.6,8.6,4.4
Asmir Begović,GK,Everton,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.6,0.0
Aymeric Laporte,DEF,Man City,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.4
Ayoze Pérez,MID,Leicester,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,12.6,0.0
Bashir Humphreys,DEF,Chelsea,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,7.5,0.0
Ben Chilwell,DEF,Chelsea,29,84.83333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,1.1666666666666667,0.16666666666666666,0.0,0.0,0.1366666666666667,0.2916666666666667,0.2816666666666667,1.0533333333333335,10.6,7.5,0.75
Ben Davies,DEF,Spurs,29,27.272727272727273,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.011818181818181818,0.010909090909090908,0.021818181818181816,0.2618181818181818,5.0,7.6,0.09090909090909091
